ag_ppm,anomaly_id,as_ppm,au_ppm,below_detection,bi_ppm,cu_ppm,easting,interval_m,lab_id,northing,pb_ppm,project_area,sample_id,sample_type,sb_ppm,zn_ppm,,,,,
1.19,An1,11.7,0.49,FALSE,2.43,39.2,498848.164,,,25,1,1065,2144441.389,159,Shamkya,309.248,RC.BH21.024,rc,0.13,26,232
1.89,An1,20.2,0.04,FALSE,3.33,72.8,498848.164,,,26,1,1066,2144441.389,243,Shamkya,308.248,RC.BH21.025,rc,0.22,27,301
0.58,An1,40.4,0.01,FALSE,0.36,103,498848.164,,,27,1,1067,2144441.389,5.8,Shamkya,307.248,RC.BH21.026,rc,0.44,28,92
0.44,An1,15.9,0.01,FALSE,0.19,66.3,498848.164,,,28,1,1068,2144441.389,8,Shamkya,306.248,RC.BH21.027,rc,0.3,29,84
0.49,An1,16.9,0.06,FALSE,3.08,25.1,498848.164,,,29,1,1069,2144441.389,22.6,Shamkya,305.248,RC.BH21.028,rc,0.12,30,46
0.91,An1,14.2,0.57,FALSE,1.7,46,498848.164,,,30,1,1070,2144441.389,18.7,Shamkya,304.248,RC.BH21.029,rc,0.16,31,50
1.87,An1,27,3.27,FALSE,5.47,352,498848.164,,,31,1,1071,2144441.389,115.5,Shamkya,303.248,RC.BH21.030,rc,0.27,32,478
0.08,An1,2,0.08,FALSE,0.39,52.8,498848.164,,,32,1,1072,2144441.389,6.7,Shamkya,302.248,RC.BH21.031,rc,0.11,33,157
0.05,An1,0.7,0.01,FALSE,0.19,16.9,498848.164,,,33,1,1073,2144441.389,4.5,Shamkya,301.248,RC.BH21.032,rc,0.09,34,141
0.03,An1,1.5,0.005,TRUE,0.2,19.2,498848.164,,,34,1,1074,2144441.389,4.2,Shamkya,300.248,RC.BH21.033,rc,0.13,35,245
0.09,An1,2.1,0.005,TRUE,0.3,22.8,498848.164,,,35,1,1075,2144441.389,4.2,Shamkya,299.248,RC.BH21.034,rc,0.09,36,143
0.13,An1,51.2,0.07,FALSE,0.27,37,,,,,,1076,,6.2,Shamkya,,,rc,0.23,,207
0.09,An1,1.7,0.005,TRUE,0.56,64.7,498848.164,,,36,1,1077,2144441.389,5.2,Shamkya,298.248,RC.BH21.035,rc,0.08,37,148
0.1,An1,1.6,0.005,TRUE,0.84,17.2,498848.164,,,37,1,1078,2144441.389,7.2,Shamkya,297.248,RC.BH21.036,rc,0.07,38,162
0.19,An1,3.4,0.01,FALSE,1.1,63.1,498848.164,,,38,1,1079,2144441.389,10.3,Shamkya,296.248,RC.BH21.037,rc,0.11,39,469
0.56,An1,7.3,0.02,FALSE,2,136.5,498848.164,,,39,1,1080,2144441.389,160.5,Shamkya,295.248,RC.BH21.038,rc,0.42,40,265
0.21,An1,20.1,0.01,FALSE,0.68,120,498848.164,,,40,1,1081,2144441.389,15,Shamkya,294.248,RC.BH21.039,rc,0.36,41,392
0.19,An1,50.2,0.01,FALSE,0.3,48.2,498848.164,,,41,1,1082,2144441.389,11.2,Shamkya,293.248,RC.BH21.040,rc,0.49,42,151
0.09,An1,53.5,0.03,FALSE,0.28,39,498848.164,,,42,1,1083,2144441.389,6.3,Shamkya,292.248,RC.BH21.041,rc,0.24,43,212
0.04,An1,0.3,0.01,TRUE,0.02,2.3,,,,,,1084,,13.8,Shamkya,,,rc,0.025,,6
0.06,An1,3,0.005,TRUE,0.19,19.5,498848.164,,,43,1,1085,2144441.389,6.2,Shamkya,291.248,RC.BH21.042,rc,0.21,44,198
0.15,An1,7.7,0.01,FALSE,1.33,66,498848.164,,,44,1,1086,2144441.389,9.4,Shamkya,290.248,RC.BH21.043,rc,0.23,45,242
0.09,An1,5.3,0.005,TRUE,0.19,37.3,498848.164,,,45,1,1087,2144441.389,2.5,Shamkya,289.248,RC.BH21.044,rc,0.1,46,186
0.03,An1,2.4,0.005,TRUE,0.04,24.8,498848.164,,,46,1,1088,2144441.389,1.7,Shamkya,288.248,RC.BH21.045,rc,0.07,47,64
0.05,An1,2,0.005,TRUE,0.1,24.4,498848.164,,,47,1,1089,2144441.389,3.5,Shamkya,287.248,RC.BH21.046,rc,0.08,48,135
0.08,An1,4.8,0.005,TRUE,0.05,94.7,498848.164,,,48,1,1090,2144441.389,0.7,Shamkya,286.248,RC.BH21.047,rc,0.09,49,38
0.14,An1,11.5,0.005,TRUE,0.07,105,498848.164,,,49,1,1091,2144441.389,0.8,Shamkya,285.248,RC.BH21.048,rc,0.08,50,37
0.08,An1,2.6,0.005,TRUE,0.03,84.5,498848.164,,,50,1,1092,2144441.389,0.5,Shamkya,284.248,RC.BH21.049,rc,0.1,51,34
0.07,An1,1.9,0.005,TRUE,0.03,70.7,498848.164,,,51,1,1093,2144441.389,0.5,Shamkya,283.248,RC.BH21.050,rc,0.09,52,41
0.06,An1,4.5,0.005,TRUE,0.05,39.7,498848.164,,,52,1,1094,2144441.389,1,Shamkya,282.248,RC.BH21.051,rc,0.07,53,42
0.12,An1,3.2,0.005,TRUE,0.09,59.6,498848.164,,,53,1,1095,2144441.389,2.2,Shamkya,281.248,RC.BH21.052,rc,0.08,54,70
0.05,An1,1.4,0.005,TRUE,0.05,20.2,498848.164,,,54,1,1096,2144441.389,2.2,Shamkya,280.248,RC.BH21.053,rc,0.05,55,120
0.1,An1,1.9,0.005,TRUE,0.1,33.3,498848.164,,,55,1,1097,2144441.389,4.4,Shamkya,279.248,RC.BH21.054,rc,0.1,56,180
0.05,An1,1.7,0.005,TRUE,0.13,77.2,498900.142,,,11,1,1100,2144435.579,9.1,Shamkya,323.058,RC.BH22.010,rc,0.07,12,117
0.75,An1,21,0.31,FALSE,5.19,67.4,,,,,,1101,,126.5,Shamkya,,,rc,0.33,,195
0.14,An1,1.4,0.005,TRUE,0.78,34.8,498900.142,,,12,1,1102,2144435.579,27.4,Shamkya,322.058,RC.BH22.011,rc,0.12,13,124
0.04,An1,18.3,0.005,TRUE,0.18,22.5,498900.142,,,13,1,1103,2144435.579,8.4,Shamkya,321.058,RC.BH22.012,rc,0.21,14,60
0.06,An1,3.3,0.01,FALSE,0.13,18.6,498900.142,,,14,1,1104,2144435.579,8.8,Shamkya,320.058,RC.BH22.013,rc,0.06,15,66
0.06,An1,1.1,0.005,TRUE,0.13,10.8,498900.142,,,15,1,1105,2144435.579,6.6,Shamkya,319.058,RC.BH22.014,rc,0.06,16,44
0.06,An1,4.2,0.005,TRUE,0.42,29.6,498900.142,,,16,1,1106,2144435.579,9.6,Shamkya,318.058,RC.BH22.015,rc,0.08,17,82
0.11,An1,6.9,0.01,FALSE,0.3,40.5,498900.142,,,17,1,1107,2144435.579,6.6,Shamkya,317.058,RC.BH22.016,rc,0.19,18,31
0.11,An1,1.6,0.005,TRUE,0.35,42.8,498900.142,,,18,1,1108,2144435.579,7,Shamkya,316.058,RC.BH22.017,rc,0.07,19,22
0.1,An1,1,0.005,TRUE,0.15,18.2,498900.142,,,19,1,1109,2144435.579,6.7,Shamkya,315.058,RC.BH22.018,rc,0.09,20,53
0.06,An1,1.7,0.005,TRUE,0.23,24.4,498900.142,,,20,1,1110,2144435.579,7.5,Shamkya,314.058,RC.BH22.019,rc,0.11,21,49
0.06,An1,1.7,0.01,FALSE,0.24,21.5,498900.142,,,21,1,1111,2144435.579,6.8,Shamkya,313.058,RC.BH22.020,rc,0.12,22,57
0.06,An1,1,0.005,TRUE,0.16,25,498900.142,,,22,1,1112,2144435.579,5.9,Shamkya,312.058,RC.BH22.021,rc,0.09,23,46
0.08,An1,1.3,0.005,TRUE,0.2,55.1,498900.142,,,23,1,1113,2144435.579,5.3,Shamkya,311.058,RC.BH22.022,rc,0.09,24,76
0.27,An1,1.2,0.005,TRUE,0.38,145.5,498900.142,,,24,1,1114,2144435.579,4.4,Shamkya,310.058,RC.BH22.023,rc,0.08,25,99
0.16,An1,10.9,0.005,TRUE,0.5,77.3,498900.142,,,25,1,1115,2144435.579,11.4,Shamkya,309.058,RC.BH22.024,rc,0.31,26,86
0.32,An1,35.4,0.08,FALSE,3.23,115,498900.142,,,26,1,1116,2144435.579,24.4,Shamkya,308.058,RC.BH22.025,rc,0.36,27,52
0.19,An1,16.2,0.02,FALSE,1.02,51.2,498900.142,,,27,1,1117,2144435.579,15.9,Shamkya,307.058,RC.BH22.026,rc,0.25,28,28
0.09,An1,15.3,0.005,TRUE,1.59,43.7,498900.142,,,28,1,1118,2144435.579,9.8,Shamkya,306.058,RC.BH22.027,rc,0.18,29,52
0.1,An1,7,0.005,TRUE,0.39,36.1,498900.142,,,29,1,1119,2144435.579,8.8,Shamkya,305.058,RC.BH22.028,rc,0.19,30,46
0.1,An1,6.7,0.005,TRUE,0.4,43.6,498900.142,,,30,1,1120,2144435.579,7.6,Shamkya,304.058,RC.BH22.029,rc,0.16,31,31
0.12,An1,9.1,0.005,TRUE,0.44,64.9,498900.142,,,31,1,1121,2144435.579,11.9,Shamkya,303.058,RC.BH22.030,rc,0.21,32,62
0.1,An1,6.4,0.005,TRUE,0.37,36.7,498900.142,,,32,1,1122,2144435.579,7.5,Shamkya,302.058,RC.BH22.031,rc,0.13,33,39
0.1,An1,5.9,0.005,TRUE,0.27,35.3,498900.142,,,33,1,1123,2144435.579,10.2,Shamkya,301.058,RC.BH22.032,rc,0.19,34,69
0.24,An1,12.4,0.02,FALSE,0.49,30.6,498900.142,,,34,1,1124,2144435.579,11.9,Shamkya,300.058,RC.BH22.033,rc,0.2,35,61
0.86,An1,22.3,0.2,FALSE,8.46,70.8,498900.142,,,35,1,1125,2144435.579,133.5,Shamkya,299.058,RC.BH22.034,rc,0.37,36,192
0.07,An1,5.3,0.01,FALSE,1.25,11.9,,,,,,1126,,14,Shamkya,,,rc,0.19,,169
0.48,An1,39.3,0.11,FALSE,2.11,73.6,498900.142,,,36,1,1127,2144435.579,13.1,Shamkya,298.058,RC.BH22.035,rc,0.61,37,64
0.41,An1,51.8,0.05,FALSE,0.83,54.3,498900.142,,,37,1,1128,2144435.579,9.3,Shamkya,297.058,RC.BH22.036,rc,1.01,38,66
0.21,An1,11,0.005,TRUE,0.32,100,498900.142,,,38,1,1129,2144435.579,4.9,Shamkya,296.058,RC.BH22.037,rc,0.25,39,163
0.05,An1,0.7,0.005,TRUE,0.12,96.4,498900.142,,,39,1,1130,2144435.579,2.7,Shamkya,295.058,RC.BH22.038,rc,0.07,40,119
0.08,An1,2.6,0.005,TRUE,0.33,56.9,498900.142,,,40,1,1131,2144435.579,6.1,Shamkya,294.058,RC.BH22.039,rc,0.1,41,139
0.08,An1,1.4,0.005,TRUE,0.34,9.5,498900.142,,,41,1,1132,2144435.579,6.5,Shamkya,293.058,RC.BH22.040,rc,0.13,42,179
0.07,An1,5.3,0.005,TRUE,1.64,11.9,498900.142,,,42,1,1133,2144435.579,13.6,Shamkya,292.058,RC.BH22.041,rc,0.18,43,173
0.03,An1,0.3,0.005,TRUE,0.02,2.3,,,,,,1134,,12.8,Shamkya,,,rc,0.025,,5
0.19,An1,45.7,0.01,FALSE,0.83,49.7,498900.142,,,43,1,1135,2144435.579,35.2,Shamkya,291.058,RC.BH22.042,rc,0.7,44,191
0.14,An1,24.5,0.01,FALSE,0.5,100.5,498900.142,,,44,1,1136,2144435.579,18.3,Shamkya,290.058,RC.BH22.043,rc,0.25,45,441
0.09,An1,8.4,0.01,FALSE,0.44,57.7,498900.142,,,45,1,1137,2144435.579,8.8,Shamkya,289.058,RC.BH22.044,rc,0.28,46,321
0.06,An1,5.9,0.005,TRUE,0.23,16.3,498900.142,,,46,1,1138,2144435.579,7.8,Shamkya,288.058,RC.BH22.045,rc,0.28,47,196
0.05,An1,1.2,0.005,TRUE,2.1,9.8,498900.142,,,47,1,1139,2144435.579,5.3,Shamkya,287.058,RC.BH22.046,rc,0.12,48,163
0.08,An1,1.9,0.005,TRUE,0.42,10.9,498900.142,,,48,1,1140,2144435.579,6.1,Shamkya,286.058,RC.BH22.047,rc,0.21,49,145
0.05,An1,1.1,0.005,TRUE,0.22,7,498900.142,,,49,1,1141,2144435.579,6.1,Shamkya,285.058,RC.BH22.048,rc,0.12,50,167
0.05,An1,2.9,0.005,TRUE,0.17,18.5,498900.142,,,50,1,1142,2144435.579,8.5,Shamkya,284.058,RC.BH22.049,rc,0.18,51,180
0.09,An1,18.1,0.005,TRUE,0.18,93.2,498900.142,,,51,1,1143,2144435.579,7.5,Shamkya,283.058,RC.BH22.050,rc,0.46,52,191
0.16,An1,29.5,0.01,FALSE,0.36,54.4,498900.142,,,52,1,1144,2144435.579,46.2,Shamkya,282.058,RC.BH22.051,rc,0.39,53,180
0.17,An1,66.5,0.01,FALSE,0.41,31.7,498900.142,,,53,1,1145,2144435.579,30.7,Shamkya,281.058,RC.BH22.052,rc,0.81,54,141
0.23,An1,48.6,0.01,FALSE,0.45,68.1,498900.142,,,54,1,1146,2144435.579,24.2,Shamkya,280.058,RC.BH22.053,rc,0.51,55,245
0.28,An1,74.2,0.01,FALSE,0.55,51.7,498900.142,,,55,1,1147,2144435.579,29.2,Shamkya,279.058,RC.BH22.054,rc,1.36,56,156
0.23,An1,10.6,0.01,FALSE,0.16,80.6,498900.142,,,56,1,1148,2144435.579,5.3,Shamkya,278.058,RC.BH22.055,rc,0.27,57,121
0.08,An1,1.5,0.005,TRUE,0.08,22.4,498900.142,,,57,1,1149,2144435.579,3.1,Shamkya,277.058,RC.BH22.056,rc,0.08,58,119
0.06,An1,1.3,0.005,TRUE,0.07,6.7,498900.142,,,58,1,1150,2144435.579,11.5,Shamkya,276.058,RC.BH22.057,rc,0.07,59,106
0.24,An1,48.9,0.01,FALSE,0.44,67.9,,,,,,1151,,24.6,Shamkya,,,rc,0.56,,235
0.07,An1,1,0.005,TRUE,0.05,3.5,498900.142,,,59,1,1152,2144435.579,13.4,Shamkya,275.058,RC.BH22.058,rc,0.06,60,90
0.07,An1,1.8,0.01,FALSE,0.07,15.2,498900.142,,,60,1,1153,2144435.579,12.8,Shamkya,274.058,RC.BH22.059,rc,0.08,61,69
0.06,An1,0.9,0.005,TRUE,0.07,33.1,498924.943,,,11,1,1154,2144441.492,20.5,Shamkya,323.56,RC.BH23.011,rc,0.025,12,70
0.04,An1,0.8,0.005,TRUE,0.1,36,498924.943,,,12,1,1155,2144441.492,14.6,Shamkya,322.56,RC.BH23.012,rc,0.05,13,81
0.05,An1,1,0.005,TRUE,0.16,72.5,498924.943,,,13,1,1156,2144441.492,7.7,Shamkya,321.56,RC.BH23.013,rc,0.025,14,70
0.08,An1,1.8,0.01,FALSE,0.09,176,498924.943,,,14,1,1157,2144441.492,10.3,Shamkya,320.56,RC.BH23.014,rc,0.05,15,53
0.06,An1,0.7,0.005,TRUE,0.07,40.6,498924.943,,,15,1,1158,2144441.492,5.2,Shamkya,319.56,RC.BH23.015,rc,0.05,16,80
0.04,An1,0.6,0.005,TRUE,0.04,14.5,498924.943,,,16,1,1159,2144441.492,3.5,Shamkya,318.56,RC.BH23.016,rc,0.05,17,68
0.06,An1,1,0.005,TRUE,0.07,24.6,498924.943,,,17,1,1160,2144441.492,5.2,Shamkya,317.56,RC.BH23.017,rc,0.06,18,76
0.08,An1,1.1,0.005,TRUE,0.06,72.7,498924.943,,,18,1,1161,2144441.492,6.3,Shamkya,316.56,RC.BH23.018,rc,0.06,19,67
0.06,An1,1.2,0.005,TRUE,0.1,63.3,498924.943,,,19,1,1162,2144441.492,8.6,Shamkya,315.56,RC.BH23.019,rc,0.07,20,73
0.07,An1,0.8,0.005,TRUE,0.04,45.2,498924.943,,,20,1,1163,2144441.492,5.8,Shamkya,314.56,RC.BH23.020,rc,0.08,21,66
0.08,An1,0.7,0.005,TRUE,0.06,74.7,498924.943,,,21,1,1164,2144441.492,6.6,Shamkya,313.56,RC.BH23.021,rc,0.06,22,80
0.06,An1,1,0.005,TRUE,0.13,39.4,498924.943,,,22,1,1165,2144441.492,4.9,Shamkya,312.56,RC.BH23.022,rc,0.06,23,83
0.07,An1,1.1,0.005,TRUE,0.05,30.1,498924.943,,,23,1,1166,2144441.492,5.3,Shamkya,311.56,RC.BH23.023,rc,0.06,24,65
0.06,An1,0.7,0.005,TRUE,0.1,24.1,498924.943,,,24,1,1167,2144441.492,4.7,Shamkya,310.56,RC.BH23.024,rc,0.07,25,68
0.05,An1,1,0.005,TRUE,0.09,44.7,498924.943,,,25,1,1168,2144441.492,8.9,Shamkya,309.56,RC.BH23.025,rc,0.09,26,78
0.06,An1,0.9,0.005,TRUE,0.07,14.6,498924.943,,,26,1,1169,2144441.492,6.9,Shamkya,308.56,RC.BH23.026,rc,0.06,27,48
0.06,An1,0.7,0.005,TRUE,0.11,18.1,498924.943,,,27,1,1170,2144441.492,5.7,Shamkya,307.56,RC.BH23.027,rc,0.09,28,66
0.08,An1,1.6,0.005,TRUE,0.12,25.9,498924.943,,,28,1,1171,2144441.492,18,Shamkya,306.56,RC.BH23.028,rc,0.1,29,75
0.07,An1,11.1,0.005,TRUE,0.29,7.6,498924.943,,,29,1,1172,2144441.492,7.2,Shamkya,305.56,RC.BH23.029,rc,0.2,30,73
0.07,An1,0.7,0.005,TRUE,0.25,13.9,498924.943,,,30,1,1173,2144441.492,4.9,Shamkya,304.56,RC.BH23.030,rc,0.08,31,69
0.04,An1,0.9,0.005,TRUE,0.14,21,498924.943,,,31,1,1174,2144441.492,5.2,Shamkya,303.56,RC.BH23.031,rc,0.05,32,55
0.04,An1,1.6,0.005,TRUE,0.29,16,498924.943,,,32,1,1175,2144441.492,5.5,Shamkya,302.56,RC.BH23.032,rc,0.11,33,73
0.71,An1,49.8,0.01,FALSE,1.68,36.2,,,,,,1176,,50.9,Shamkya,,,rc,0.53,,153
0.1,An1,1.4,0.02,FALSE,0.13,46.2,498924.943,,,33,1,1177,2144441.492,6.2,Shamkya,301.56,RC.BH23.033,rc,0.06,34,79
0.07,An1,2.4,0.005,TRUE,0.14,20.9,498924.943,,,34,1,1178,2144441.492,5.9,Shamkya,300.56,RC.BH23.034,rc,0.08,35,37
0.04,An1,2.2,0.005,TRUE,0.22,14.9,498924.943,,,35,1,1179,2144441.492,6.4,Shamkya,299.56,RC.BH23.035,rc,0.08,36,83
0.07,An1,4.3,0.005,TRUE,0.53,43.4,498924.943,,,36,1,1180,2144441.492,6,Shamkya,298.56,RC.BH23.036,rc,0.1,37,28
0.03,An1,3.5,0.005,TRUE,0.25,22.4,498924.943,,,37,1,1181,2144441.492,3.4,Shamkya,297.56,RC.BH23.037,rc,0.16,38,42
0.03,An1,1.1,0.005,TRUE,0.29,12.9,498924.943,,,38,1,1182,2144441.492,4.5,Shamkya,296.56,RC.BH23.038,rc,0.14,39,66
0.07,An1,1.9,0.005,TRUE,0.24,46.3,498924.943,,,39,1,1183,2144441.492,6.3,Shamkya,295.56,RC.BH23.039,rc,0.1,40,66
0.13,An1,0.8,0.005,TRUE,0.47,43.9,498924.943,,,40,1,1184,2144441.492,13.1,Shamkya,294.56,RC.BH23.040,rc,0.1,41,119
0.07,An1,4.2,0.005,TRUE,0.3,35.8,498924.943,,,41,1,1185,2144441.492,5.2,Shamkya,293.56,RC.BH23.041,rc,0.12,42,53
0.1,An1,9.1,0.01,FALSE,0.39,74.6,498924.943,,,42,1,1186,2144441.492,19.7,Shamkya,292.56,RC.BH23.042,rc,0.14,43,193
0.14,An1,5.7,0.01,FALSE,0.76,101.5,498924.943,,,43,1,1187,2144441.492,11.1,Shamkya,291.56,RC.BH23.043,rc,0.22,44,172
0.42,An1,28,1.1,FALSE,23.4,130.5,498924.943,,,44,1,1188,2144441.492,4.8,Shamkya,290.56,RC.BH23.044,rc,0.16,45,41
0.32,An1,26.6,0.02,FALSE,5.04,84.4,498924.943,,,45,1,1189,2144441.492,20.5,Shamkya,289.56,RC.BH23.045,rc,0.44,46,277
0.5,An1,62.4,0.02,FALSE,0.56,85.6,498924.943,,,46,1,1190,2144441.492,15.5,Shamkya,288.56,RC.BH23.046,rc,0.71,47,133
0.18,An1,28.1,0.13,FALSE,0.61,23.4,498924.943,,,47,1,1191,2144441.492,8,Shamkya,287.56,RC.BH23.047,rc,0.25,48,148
0.16,An1,10.9,0.01,FALSE,0.83,15.7,498924.943,,,48,1,1192,2144441.492,10,Shamkya,286.56,RC.BH23.048,rc,0.29,49,135
0.1,An1,32.2,0.005,TRUE,0.26,11.4,498924.943,,,49,1,1193,2144441.492,8.6,Shamkya,285.56,RC.BH23.049,rc,0.3,50,240
0.3,An1,59.5,0.01,FALSE,0.44,61.5,498924.943,,,50,1,1194,2144441.492,14.3,Shamkya,284.56,RC.BH23.050,rc,0.88,51,239
0.92,An1,48.9,0.01,FALSE,2.05,36.4,498924.943,,,51,1,1195,2144441.492,62.4,Shamkya,283.56,RC.BH23.051,rc,0.52,52,159
0.01,An1,0.4,0.005,TRUE,0.02,2,,,,,,1196,,12.7,Shamkya,,,rc,0.025,,3
0.12,An1,8.5,0.005,TRUE,0.27,43.1,498924.943,,,52,1,1197,2144441.492,10,Shamkya,282.56,RC.BH23.052,rc,0.34,53,407
0.04,An1,2.6,0.005,TRUE,0.09,5.4,498924.943,,,53,1,1198,2144441.492,8.5,Shamkya,281.56,RC.BH23.053,rc,0.06,54,163
0.03,An1,0.6,0.005,TRUE,0.04,2.3,498826.897,,,7,1,1199,2144297.623,2.3,Shamkya,328.266,RC.BH24.007,rc,0.05,8,80
0.03,An1,0.4,0.005,TRUE,0.05,3.5,498826.897,,,8,1,1200,2144297.623,2.7,Shamkya,327.266,RC.BH24.008,rc,0.05,9,80
1.8,An1,16.3,0.46,FALSE,10.05,15,,,,,,1201,,69.7,Shamkya,,,rc,0.17,,210
0.07,An1,0.8,0.01,FALSE,0.08,3,498826.897,,,9,1,1202,2144297.623,3,Shamkya,326.266,RC.BH24.009,rc,0.06,10,80
0.02,An1,0.4,0.005,TRUE,0.08,9.4,498826.897,,,10,1,1203,2144297.623,3.1,Shamkya,325.266,RC.BH24.010,rc,0.025,11,93
0.03,An1,0.7,0.005,TRUE,0.08,3.3,498826.897,,,11,1,1204,2144297.623,2.9,Shamkya,324.266,RC.BH24.011,rc,0.025,12,85
0.03,An1,0.3,0.005,TRUE,0.05,1.8,498826.897,,,12,1,1205,2144297.623,2.6,Shamkya,323.266,RC.BH24.012,rc,0.025,13,103
0.03,An1,0.5,0.005,TRUE,0.05,3.4,498826.897,,,13,1,1206,2144297.623,2.6,Shamkya,322.266,RC.BH24.013,rc,0.06,14,93
0.02,An1,0.6,0.005,TRUE,0.07,4.7,498826.897,,,14,1,1207,2144297.623,2.9,Shamkya,321.266,RC.BH24.014,rc,0.05,15,101
0.02,An1,0.4,0.005,TRUE,0.1,5.4,498826.897,,,15,1,1208,2144297.623,3.1,Shamkya,320.266,RC.BH24.015,rc,0.05,16,143
0.03,An1,0.3,0.005,TRUE,0.17,7.1,498826.897,,,16,1,1209,2144297.623,3.8,Shamkya,319.266,RC.BH24.016,rc,0.06,17,119
0.03,An1,0.4,0.005,TRUE,0.11,11,498826.897,,,17,1,1210,2144297.623,4.3,Shamkya,318.266,RC.BH24.017,rc,0.05,18,114
0.1,An1,0.7,0.005,TRUE,0.09,8.9,498826.897,,,18,1,1211,2144297.623,4.5,Shamkya,317.266,RC.BH24.018,rc,0.08,19,92
0.12,An1,0.6,0.005,TRUE,0.07,11.6,498826.897,,,19,1,1212,2144297.623,4.3,Shamkya,316.266,RC.BH24.019,rc,0.08,20,76
0.08,An1,0.9,0.005,TRUE,0.09,20,498826.897,,,20,1,1213,2144297.623,4.2,Shamkya,315.266,RC.BH24.020,rc,0.08,21,93
0.09,An1,0.7,0.005,TRUE,0.07,14,498826.897,,,21,1,1214,2144297.623,3.5,Shamkya,314.266,RC.BH24.021,rc,0.08,22,89
0.15,An1,0.8,0.01,FALSE,0.08,4.5,498826.897,,,22,1,1215,2144297.623,3.5,Shamkya,313.266,RC.BH24.022,rc,0.09,23,111
0.16,An1,10.3,0.05,FALSE,0.34,8.4,498826.897,,,23,1,1216,2144297.623,4.6,Shamkya,312.266,RC.BH24.023,rc,0.11,24,71
0.15,An1,12.8,0.06,FALSE,0.68,5.4,498826.897,,,24,1,1217,2144297.623,11.3,Shamkya,311.266,RC.BH24.024,rc,0.17,25,122
3.12,An1,15.5,0.25,FALSE,7.55,14.9,498826.897,,,25,1,1218,2144297.623,66.2,Shamkya,310.266,RC.BH24.025,rc,0.23,26,204
0.01,An1,0.1,0.005,TRUE,0.03,1.3,,,,,,1219,,13.2,Shamkya,,,rc,0.025,,4
0.03,An1,0.5,0.005,TRUE,0.12,8,498826.897,,,26,1,1220,2144297.623,4.9,Shamkya,309.266,RC.BH24.026,rc,0.14,27,114
0.06,An1,0.5,0.005,TRUE,0.23,17.7,498826.897,,,27,1,1221,2144297.623,8.6,Shamkya,308.266,RC.BH24.027,rc,0.13,28,125
0.03,An1,0.4,0.005,TRUE,0.13,3,498826.897,,,28,1,1222,2144297.623,8,Shamkya,307.266,RC.BH24.028,rc,0.06,29,99
0.03,An1,0.4,0.005,TRUE,0.14,1,498826.897,,,29,1,1223,2144297.623,5.8,Shamkya,306.266,RC.BH24.029,rc,0.08,30,120
0.06,An1,0.5,0.01,FALSE,0.06,5.3,498826.897,,,30,1,1224,2144297.623,6.7,Shamkya,305.266,RC.BH24.030,rc,0.11,31,129
0.03,An1,0.5,0.005,TRUE,0.07,5.1,498826.897,,,31,1,1225,2144297.623,3.5,Shamkya,304.266,RC.BH24.031,rc,0.06,32,119
0.02,An1,0.5,0.005,TRUE,0.09,8.2,,,,,,1226,,4.5,Shamkya,,,rc,0.08,,115
0.02,An1,0.4,0.01,FALSE,0.08,11.6,498826.897,,,32,1,1227,2144297.623,4.9,Shamkya,303.266,RC.BH24.032,rc,0.07,33,111
0.02,An1,0.5,0.005,TRUE,0.09,5.1,498826.897,,,33,1,1228,2144297.623,4.5,Shamkya,302.266,RC.BH24.033,rc,0.07,34,131
0.03,An1,0.4,0.005,TRUE,0.1,6.5,498826.897,,,34,1,1229,2144297.623,3.9,Shamkya,301.266,RC.BH24.034,rc,0.09,35,118
0.03,An1,0.5,0.005,TRUE,0.09,7.4,498826.897,,,35,1,1230,2144297.623,5.7,Shamkya,300.266,RC.BH24.035,rc,0.08,36,118
0.04,An1,0.6,0.005,TRUE,0.13,15.5,498826.897,,,36,1,1231,2144297.623,6.3,Shamkya,299.266,RC.BH24.036,rc,0.07,37,134
0.04,An1,0.7,0.005,TRUE,0.19,9,498826.897,,,37,1,1232,2144297.623,5.3,Shamkya,298.266,RC.BH24.037,rc,0.09,38,140
0.05,An1,0.6,0.005,TRUE,0.19,6.4,498826.897,,,38,1,1233,2144297.623,5.1,Shamkya,297.266,RC.BH24.038,rc,0.1,39,140
0.02,An1,0.4,0.005,TRUE,0.09,7,498826.897,,,39,1,1234,2144297.623,4.2,Shamkya,296.266,RC.BH24.039,rc,0.07,40,118
0.03,An1,0.7,0.005,TRUE,0.38,4.6,498826.897,,,40,1,1235,2144297.623,3.9,Shamkya,295.266,RC.BH24.040,rc,0.17,41,122
0.03,An1,0.4,0.005,TRUE,0.12,5,498826.897,,,41,1,1236,2144297.623,4.4,Shamkya,294.266,RC.BH24.041,rc,0.07,42,123
0.03,An1,0.6,0.005,TRUE,0.08,6,498826.897,,,42,1,1237,2144297.623,3.8,Shamkya,293.266,RC.BH24.042,rc,0.08,43,111
0.03,An1,0.5,0.005,TRUE,0.09,3.8,498826.897,,,43,1,1238,2144297.623,3.9,Shamkya,292.266,RC.BH24.043,rc,0.1,44,102
0.02,An1,0.7,0.005,TRUE,0.14,7.4,498826.897,,,44,1,1239,2144297.623,3.1,Shamkya,291.266,RC.BH24.044,rc,0.07,45,102
0.07,An1,0.7,0.005,TRUE,0.11,8.7,498878.839,,,15,1,1240,2144292.424,6.6,Shamkya,317.652,RC.BH25.014,rc,0.08,16,125
